"V1","V2","V3","V4"
-0.0124256997219892,-0.003507015240109,-0.0190280712369782,-0.00438098196699464
-0.00612312397406265,-0.00480882580135786,-0.0197125796402303,-0.0048502851782941
-0.0102428963844782,-0.00328662858942636,-0.0188916436643215,-0.00475990564145354
0.00119917860571228,-0.00703930956305089,-0.0188181138172443,-0.00634322946445964
-0.0103606486689697,-0.00307485127141235,-0.0195212691686077,-0.00434683814534423
-0.0100530742664665,-0.00181423626528494,-0.0173233533577698,-0.00319126157023517
-0.00890578906750196,-0.00482761716698801,-0.021051899729005,-0.00710413040343817
-0.00353368489577566,-0.00323050460719111,-0.0187416050711286,-0.00610752311412036
-0.0127962160112992,-0.00431225701328239,-0.0193970747946292,-0.00423994442191967
-0.00834691380869366,-0.00488233178585285,-0.0215820056581966,-0.0100733869420077
0.00140419830088203,-0.00567830332734388,-0.0172617932241198,-0.00471476799514346
0.000886018964068543,-0.00203205203341213,-0.0192925089272768,-0.00422121595567643
-0.00988193450354078,-0.00404556253160236,-0.0155407049110042,-0.00312154182918679
-0.00311874882265374,-0.00435104480746328,-0.0175899159334697,-0.00509012328965009
-0.000430594617812421,-0.00469683201567777,-0.0175347707625851,-0.00416547254130871
-0.00883788353401549,-0.00293495435227276,-0.0176898304048333,-0.00378633537714202
-0.00997545340447308,-0.00365828859548765,-0.0183929825214882,-0.00440396240946286
0.000660486591097283,-0.00344246406809221,-0.0170325017723525,-0.00349819832880374
-0.00543699923359921,-0.00628332059851784,-0.0175730458316811,-0.00642973769165882
-0.00830556958223012,-0.00311757812855833,-0.0191694874431163,-0.00666112276065936
-0.00168398104633313,-0.0078821025397767,-0.0177214548767342,-0.00530311426533004
-0.00512680561778458,-0.00369527658969638,-0.0173677674175085,-0.00319828415497892
-0.00853317845251843,-0.00315139231179892,-0.0181730559842587,-0.00308388957268443
0.0126592343531562,-0.0065603327269969,-0.0208707642305862,-0.0062015223053282
-0.00636759590169704,-0.00339437204717949,-0.0205082322581371,-0.00431977548165218
0.000635207378197453,-0.0058174486730631,-0.0171060820802478,-0.00447082925860211
-0.0111442239255368,-0.00239362886378494,-0.0213790720452124,-0.00629765919805778
-0.0128318032448717,-0.00253161914553996,-0.020164597706237,-0.00377576767461064
-0.0188403138502778,-0.00266203171293096,-0.0214372934358102,-0.00549567654793278
-0.0205757891864063,-0.00752285911338278,-0.0195735511164012,-0.00541561646030396
-0.0154606282214857,-0.00269642995892198,-0.0230527660923116,-0.00640515003710045
0.0049441519165641,-0.00476383173099188,-0.0166603563227356,-0.00223099101206963
-0.00179915107278596,-0.00296722559889312,-0.0185259386279439,-0.0029028033406298
-0.00417449233007837,-0.00544635734351545,-0.0229661663021356,-0.00681242468149879
-0.0155035168120366,-0.00388170170996279,-0.0199160716525613,-0.00322147926029661
